0.000000 -14.000000 0.000000 310
-12.124400 7.000000 0.000000 310
-12.124400 -7.000000 0.000000 310
-24.248700 0.000000 0.000000 290
-12.124400 21.000000 0.000000 290
-12.124400 -21.000000 0.000000 290
0.000000 -28.000000 0.000000 289
-24.248700 14.000000 0.000000 289
-24.248700 -14.000000 0.000000 289
-36.373100 7.000000 0.000000 270
-36.373100 -7.000000 0.000000 270
-24.248700 28.000000 0.000000 270
-24.248700 -28.000000 0.000000 270
-12.124400 35.000000 0.000000 270
-12.124400 -35.000000 0.000000 270
0.000000 -42.000000 0.000000 268
-36.373100 21.000000 0.000000 268
-36.373100 -21.000000 0.000000 268
-48.497400 0.000000 0.000000 251
-24.248700 42.000000 0.000000 251
-24.248700 -42.000000 0.000000 251
-48.497400 14.000000 0.000000 250
-48.497400 -14.000000 0.000000 250
-36.373100 35.000000 0.000000 250
-36.373100 -35.000000 0.000000 250
-12.124400 49.000000 0.000000 250
-12.124400 -49.000000 0.000000 250
0.000000 -56.000000 0.000000 247
-48.497400 28.000000 0.000000 247
-48.497400 -28.000000 0.000000 247
-60.621800 7.000000 0.000000 232
-60.621800 -7.000000 0.000000 232
-36.373100 49.000000 0.000000 232
-36.373100 -49.000000 0.000000 232
-24.248700 56.000000 0.000000 232
-24.248700 -56.000000 0.000000 232
-60.621800 21.000000 0.000000 230
-60.621800 -21.000000 0.000000 230
-48.497400 42.000000 0.000000 230
-48.497400 -42.000000 0.000000 230
-12.124400 63.000000 0.000000 230
-12.124400 -63.000000 0.000000 230
0.000000 -70.000000 0.000000 226
-60.621800 35.000000 0.000000 226
-60.621800 -35.000000 0.000000 226
-72.746100 0.000000 0.000000 214
-36.373100 63.000000 0.000000 214
-36.373100 -63.000000 0.000000 214
-72.746100 14.000000 0.000000 213
-72.746100 -14.000000 0.000000 213
-48.497400 56.000000 0.000000 213
-48.497400 -56.000000 0.000000 213
-24.248700 70.000000 0.000000 213
-24.248700 -70.000000 0.000000 213
-72.746100 28.000000 0.000000 210
-72.746100 -28.000000 0.000000 210
-60.621800 49.000000 0.000000 210
-60.621800 -49.000000 0.000000 210
-12.124400 77.000000 0.000000 210
-12.124400 -77.000000 0.000000 210
0.000000 -84.000000 0.000000 205
-72.746100 42.000000 0.000000 205
-72.746100 -42.000000 0.000000 205
-84.870500 7.000000 0.000000 196
-84.870500 -7.000000 0.000000 196
-48.497400 70.000000 0.000000 196
-48.497400 -70.000000 0.000000 196
-36.373100 77.000000 0.000000 196
-36.373100 -77.000000 0.000000 196
-84.870500 21.000000 0.000000 194
-84.870500 -21.000000 0.000000 194
-60.621800 63.000000 0.000000 194
-60.621800 -63.000000 0.000000 194
-24.248700 84.000000 0.000000 194
-24.248700 -84.000000 0.000000 194
-84.870500 35.000000 0.000000 190
-84.870500 -35.000000 0.000000 190
-72.746100 56.000000 0.000000 190
-72.746100 -56.000000 0.000000 190
-12.124400 91.000000 0.000000 190
-12.124400 -91.000000 0.000000 190
